spotify_track_uri,platform,ms_played,track_name,artist_name,album_name,reason_start,reason_end,shuffle,skipped,date,time,hour,time_of_day,text_features,recommended_tracks
6MvGg9X7lIt64WW28Nxfxo,android,42357,Texas Flood,Stevie Ray Vaughan,The Essential Stevie Ray Vaughan And Double Trouble,trackdone,fwdbtn,True,False,2016-12-03,04:05:00,4,Late Night,Texas Flood Stevie Ray Vaughan,"Lenny, Little Wing, Pride and Joy, Pride and Joy, Riviera Paradise, Riviera Paradise, Riviera Paradise, Riviera Paradise, Rude Mood, Rude Mood"
0vC5MmnhcAZpKeuI1HhcYA,android,1577,Hold On To What You Believe,Mumford & Sons,Sigh No More,fwdbtn,fwdbtn,True,False,2021-09-12,19:58:00,19,Evening,Hold On To What You Believe Mumford & Sons,"Hold On To What You Believe, Forever, I Will Wait, The Cave, The Cave, The Cave, The Cave, The Cave, The Cave, After The Storm"
1Ipr3KqyGfPGO4sd3BDuiT,android,1374,El Amor,Ricardo Arjona,Independiente,fwdbtn,fwdbtn,True,False,2017-01-11,06:13:00,6,Morning,El Amor Ricardo Arjona,"El Amor, El Amor, El Problema, El Problema, El Problema, El Problema, Mujeres, Mentiroso, Mentiroso, El Demonio en Casa"
4KcH1ZRV2W1q7Flq0QqC76,android,134466,Blitzkrieg Bop - 2016 Remaster,Ramones,Ramones,trackdone,trackdone,True,False,2018-05-13,04:52:00,4,Late Night,Blitzkrieg Bop - 2016 Remaster Ramones,"Blitzkrieg Bop - 2016 Remaster, Blitzkrieg Bop - Live at The Roxy Version, Rebel Rebel - 2016 Remaster, Bitter Sweet Symphony - Remastered 2016, What Is and What Should Never Be - Remaster, What Is and What Should Never Be - Remaster, That's the Way - Remaster, It Had To Be You - 2009 Remaster, It Had To Be You - 2009 Remaster, It Had To Be You - 2009 Remaster"
1BGNm88t34PvklJDB1An4D,android,177960,Papá Cuéntame Otra Vez,Ismael Serrano,20 Años de la Sala Galileo Galilei,trackdone,trackdone,True,False,2022-10-13,21:13:00,21,Night,Papá Cuéntame Otra Vez Ismael Serrano,"Se Me Olvidó Otra Vez - Unplugged; 2020 Remasterizado, La Última Vez, La Última Vez, Tal Vez, Tal Vez, Solamente Una Vez, Here Comes The Sun - Remastered 2009, Times Like These, Alone Together, Memories"
5ubHAQtKuFfiG4FXfLP804,android,4655,Lego House,Ed Sheeran,+,fwdbtn,fwdbtn,True,False,2017-07-07,00:45:00,0,Late Night,Lego House Ed Sheeran,"Lego House, Lego House, U.N.I., What Do I Know?, What Do I Know?, First Times, Perfect, Perfect, Kiss Me, Dive"
3YUcZHfdhSgiJkC0zWieWv,android,164493,Fotosíntesis,Caloncho,Bálsamo,trackdone,trackdone,True,False,2023-08-13,04:38:00,4,Late Night,Fotosíntesis Caloncho,"Turistas, Separarnos, Medusa, Superdeli, Campamocha, Bésame Morenita, El Derroche - Crónica De Fiesta Pt.1, El Derroche - Crónica De Fiesta Pt.1, Here Comes The Sun - Remastered 2009, Times Like These"
7faybsF8gIVvWtAp9hUcI2,android,58677,Soul Survivor,The Rolling Stones,Exile On Main Street,trackdone,fwdbtn,True,False,2017-08-22,16:52:00,16,Afternoon,Soul Survivor The Rolling Stones,"Live With Me, You Can't Always Get What You Want, You Can't Always Get What You Want, All Down The Line, All Down The Line, All Down The Line, Happy, Rocks Off, Start Me Up - Remastered 2009, Start Me Up - Remastered 2009"
12RbpZv9pUziDUoUNIvWad,android,4793,Bartender,Alexis y Fido,Down To Earth,fwdbtn,fwdbtn,True,False,2016-06-08,21:34:00,21,Night,Bartender Alexis y Fido,"Here Comes The Sun - Remastered 2009, Times Like These, Alone Together, Memories, In the Flesh?, I Found a Reason - 2015 Remaster, Eleanor Put Your Boots On, Diggin' My Grave, With God on Our Side, No Surprises"
0LrwgdLsFaWh9VXIjBRe8t,android,2535,Changes - 2015 Remaster,David Bowie,Hunky Dory,fwdbtn,fwdbtn,True,False,2018-11-10,20:52:00,20,Evening,Changes - 2015 Remaster David Bowie,"Changes - 2015 Remaster, Changes - 2015 Remaster, Song for Bob Dylan - 2015 Remaster, Song for Bob Dylan - 2015 Remaster, Queen Bitch - 2015 Remaster, Eight Line Poem - 2015 Remaster, Eight Line Poem - 2015 Remaster, Eight Line Poem - 2015 Remaster, Eight Line Poem - 2015 Remaster, The Bewlay Brothers - 2015 Remaster"
6HDxUR4nMVM69Vz9q1oHIk,android,225160,A Dustland Fairytale,The Killers,Day & Age - Bonus Tracks,fwdbtn,trackdone,True,False,2023-04-17,23:03:00,23,Night,A Dustland Fairytale The Killers,"A Dustland Fairytale, A Dustland Fairytale - Live From The Royal Albert Hall / 2009, A Dustland Fairytale - Live From The Royal Albert Hall / 2009, A Dustland Fairytale - Live From The Royal Albert Hall / 2009, A Dustland Fairytale - Live From The Royal Albert Hall / 2009, Show You How, Here With Me, Here With Me, From Here On Out, Show You How"
1qrtIWJwS62EVVv976tYXh,android,2733,"Orange Blossom Special - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison,fwdbtn,fwdbtn,False,False,2016-08-19,21:03:00,21,Night,"Orange Blossom Special - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968 Johnny Cash","Orange Blossom Special - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968, Orange Blossom Special - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968, Orange Blossom Special - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968, Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968, Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968, Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968, The Wall - Live at Folsom State Prison, Folsom, CA - January 1968, The Wall - Live at Folsom State Prison, Folsom, CA - January 1968, 25 Minutes to Go - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968, 25 Minutes to Go - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968"
0TpzAepHab0NofzyqV6As8,android,226000,Samwise the Brave,Howard Shore,The Lord of the Rings: The Two Towers (Original Motion Picture Soundtrack),trackdone,trackdone,False,False,2021-09-08,00:01:00,0,Late Night,Samwise the Brave Howard Shore,"Samwise the Brave, Samwise the Brave, Samwise the Brave, Samwise the Brave, Three Is Company, Three Is Company, Three Is Company, The Shire, The Shire, The Mûmakil"
4xHkj5OuwbhJ3VhbW09Xxt,android,3467,A Escondidas,Lucah,Voy a Ti,fwdbtn,fwdbtn,True,False,2017-08-24,06:36:00,6,Morning,A Escondidas Lucah,"A Escondidas, Pasaporte, Pasaporte, Afortunado, Ayúdame, Me Gustas Tú, Me Gustas Tú, Me Gustas Tú, Quiero Ser, Quiero Ser"
4LloVtxNZpeh7q7xdi1DQc,android,56823,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,Where the Light Is: John Mayer Live In Los Angeles,fwdbtn,fwdbtn,True,False,2020-02-15,03:33:00,3,Late Night,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007 John Mayer","Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007, Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007, I'm Gonna Find Another You - Live at the Nokia Theatre, Los Angeles, CA - December 2007, I'm Gonna Find Another You - Live at the Nokia Theatre, Los Angeles, CA - December 2007, Out of My Mind - Live at the Nokia Theatre, Los Angeles, CA - December 2007, The Heart of Life - Live at the Nokia Theatre, Los Angeles, CA - December 2007, Neon - Live at the Nokia Theatre, Los Angeles, CA - December 2007, Neon - Live at the Nokia Theatre, Los Angeles, CA - December 2007, Belief - Live at the Nokia Theatre, Los Angeles, CA - December 2007, In Your Atmosphere - Live at the Nokia Theatre, Los Angeles, CA - December 2007"
3YZa4IzxK2UtEKTvdTgsi8,android,208413,Suffragette City - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,fwdbtn,trackdone,True,False,2023-05-11,21:17:00,21,Night,Suffragette City - 2012 Remaster David Bowie,"Suffragette City - 2012 Remaster, Suffragette City - 2012 Remaster, Five Years - 2012 Remaster, Five Years - 2012 Remaster, Starman - 2012 Remaster, Starman - 2012 Remaster, Starman - 2012 Remaster, Soul Love - 2012 Remaster, Soul Love - 2012 Remaster, Soul Love - 2012 Remaster"
6OMBYlF80EmgTVwtLswP29,windows,24270,Hurt Makes it Beautiful,Hugo,Old Tyme Religion,clickrow,endplay,True,False,2016-12-15,18:24:00,18,Evening,Hurt Makes it Beautiful Hugo,"Hurt, You're Beautiful, You're Beautiful, You're Beautiful, Beautiful Day, 99 Problems, 99 Problems, Hopelessly Stoned, Hopelessly Stoned, Beautiful People (feat. Khalid)"
3w7hnMNX4zVZeBJ6LisTjT,android,6349,Moonlight Mile - 2009 Mix,The Rolling Stones,Sticky Fingers,fwdbtn,fwdbtn,True,False,2017-08-27,23:43:00,23,Night,Moonlight Mile - 2009 Mix The Rolling Stones,"Moonlight Mile - 2009 Mix, Moonlight Mile - 2009 Mix, Sway - 2009 Mix, Bitch - 2009 Mix, Sway - 2009 Mix, I Got The Blues - 2009 Mix, Dead Flowers - 2009 Mix, Dead Flowers - 2009 Mix, Dead Flowers - 2009 Mix, Dead Flowers - 2009 Mix"
3cApCJqmVwE23cxYUADZpx,android,182453,Pongamos que hablo de Martínez,Jorge Drexler,Salvavidas de hielo,trackdone,trackdone,False,False,2022-10-20,17:36:00,17,Evening,Pongamos que hablo de Martínez Jorge Drexler,"Silencio, Silencio, Telefonía, Movimiento, Deseo, High and Dry, Me haces bien, Me haces bien, Me haces bien, La vida es más compleja de lo que parece"
7nemcVsXVFZF01iqpIIo2Y,android,277518,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,High Voltage,fwdbtn,fwdbtn,True,False,2019-03-15,18:46:00,18,Evening,It's a Long Way to the Top (If You Wanna Rock 'N' Roll) AC/DC,"It's a Long Way to the Top (If You Wanna Rock 'N' Roll), It's a Long Way to the Top (If You Wanna Rock 'N' Roll), Let There Be Rock, You Shook Me All Night Long, You Shook Me All Night Long, You Shook Me All Night Long, Back In Black, Back In Black, Back In Black, Thunderstruck"
3kb38wezoUA8ki5jPYy3t5,android,991,Little Secrets,Passion Pit,Manners,fwdbtn,fwdbtn,True,False,2021-05-06,03:04:00,3,Late Night,Little Secrets Passion Pit,"Little Secrets, On My Way, On My Way, On My Way, Carried Away, Carried Away, Secrets, Tommy's Party, Every Little Thing - Remastered 2009, Every Little Thing - Remastered 2009"
3F34I6GIzPjDUMSHVpo7RP,android,280293,Get Out While You Can,James Bay,Chaos And The Calm,trackdone,trackdone,True,False,2024-11-26,17:30:00,17,Evening,Get Out While You Can James Bay,"Move Together, Get Out While You Can, Get Out While You Can, Move Together, Let It Go, Let It Go, If You Ever Want To Be In Love, If You Ever Want To Be In Love, Craving, Craving"
0Wd52AHQrrwwDbqVQF2dt6,android,2535,Everybody Loves Somebody,Dean Martin,The Essential Dean Martin,trackdone,fwdbtn,True,False,2017-08-19,21:00:00,21,Night,Everybody Loves Somebody Dean Martin,"You're Nobody Till Somebody Loves You, You're Nobody Till Somebody Loves You, My Own, My Only, My All, Georgia On My Mind, She Loves You - Remastered 2009, She Loves You - Remastered 2009, The Door Is Still Open to My Heart, The Door Is Still Open to My Heart, Ain't That A Kick In The Head, La Vie en Rose"
4yWl0tnEanf3zmZzl9kbQn,android,1118,Forever Young - Slow Version,Bob Dylan,Planet Waves,playbtn,endplay,True,False,2020-06-07,22:38:00,22,Night,Forever Young - Slow Version Bob Dylan,"Forever Young - Slow Version, Bob Dylan's Blues, Bob Dylan's Blues, Bob Dylan's Blues, Bob Dylan's Dream, Bob Dylan's Dream, Bob Dylan's Dream, Slow Down - Remastered 2009, Slow Down - Remastered 2009, The Man in Me"
4Wi6OrpIzvG0dRHN8pVuTs,android,20179,Oh! Sweet Nuthin' - 2015 Remaster,The Velvet Underground,Loaded,trackdone,endplay,True,True,2024-10-04,21:48:00,21,Night,Oh! Sweet Nuthin' - 2015 Remaster The Velvet Underground,"Sweet Jane - Full Length Version; 2015 Remaster, Cool It Down - 2015 Remaster, Cool It Down - 2015 Remaster, Cool It Down - 2015 Remaster, Cool It Down - 2015 Remaster, I Found a Reason - 2015 Remaster, I Found a Reason - 2015 Remaster, Who Loves the Sun - 2015 Remaster, Rock & Roll - Full Length Version; 2015 Remaster, Train Round the Bend - 2015 Remaster"
5GjPQ0eI7AgmOnADn1EO6Q,android,2204,Eleanor Rigby - Remastered 2009,The Beatles,Revolver,fwdbtn,fwdbtn,True,False,2016-12-01,23:51:00,23,Night,Eleanor Rigby - Remastered 2009 The Beatles,"Eleanor Rigby - Remastered 2009, Eleanor Rigby - Remastered 2009, Here, There And Everywhere - Remastered 2009, Because - Remastered 2009, Two Of Us - Remastered 2009, You Can't Do That - Remastered 2009, Something - Remastered 2009, Back In The U.S.S.R. - Remastered 2009, I Call Your Name - Remastered 2009, Here, There And Everywhere - Remastered 2009"
7xSfYroWIAiwfQBR1P8WMD,android,897,Juan Charrasqueado,Vicente Fernández,Vicente Fernández Y Sus Corridos Consentidos,trackdone,fwdbtn,True,True,2023-09-24,23:15:00,23,Night,Juan Charrasqueado Vicente Fernández,"Juan Charrasqueado, Juan Charrasqueado, Mi Viejo, Hermoso Cariño, Estos Celos, Que De Raro Tiene, Acá Entre Nos, Qué de Raro Tiene, Por Tu Maldito Amor, Por Tu Maldito Amor"
3INOdRnpPdt0qAfEd91YsW,android,183347,Radar Love - Original UK Single Version,Golden Earring,Very Best Of Vol. 2 - Part One,fwdbtn,fwdbtn,True,False,2017-08-29,03:31:00,3,Late Night,Radar Love - Original UK Single Version Golden Earring,"Radar Love - Original Single Edit 1973, At Last - Single Version, Black or White - Single Version, Black or White - Single Version, Black or White - Single Version, Black or White - Single Version, Sight of the Sun - Single Version, We Are Golden, The Rubberband Man - Single Version, Lovesick Blues - Single Version"
788U1Sqej9M6c4iikuDGxO,android,21093,I've Just Seen A Face - Remastered 2009,The Beatles,Help!,trackdone,fwdbtn,True,False,2019-06-10,22:39:00,22,Night,I've Just Seen A Face - Remastered 2009 The Beatles,"I've Just Seen A Face - Remastered 2009, I Just Want To See His Face, I Just Want To See His Face, All I've Got To Do - Remastered 2009, Here, There And Everywhere - Remastered 2009, Because - Remastered 2009, Two Of Us - Remastered 2009, You Can't Do That - Remastered 2009, Something - Remastered 2009, Back In The U.S.S.R. - Remastered 2009"
4NUc1M0CS7b6zvWoyvibju,android,11375,Anyone Can Play Guitar,Radiohead,Pablo Honey,fwdbtn,fwdbtn,True,False,2018-01-21,02:38:00,2,Late Night,Anyone Can Play Guitar Radiohead,"Anyone Can Play Guitar, Anyone Can Play Guitar, Anyone Can Play Guitar, I Can't, I Can't, Baby, Let's Play House - Remastered, While My Guitar Gently Weeps - Remastered 2009, Just, Just, Just"
1Vk4yRsz0iBzDiZEoFMQyv,android,21123,Mia & Sebastian’s Theme,Justin Hurwitz,La La Land,trackdone,fwdbtn,True,False,2022-01-12,07:53:00,7,Morning,Mia & Sebastian’s Theme Justin Hurwitz,"Mia & Sebastian’s Theme, Epilogue, Epilogue, Epilogue, Epilogue, Engagement Party, Engagement Party, Tatuajes, Tatuajes, Maracas"
1oCOp1kVAgNlXX9Tx9mvzq,android,1215,Ramble On - Remaster,Led Zeppelin,Led Zeppelin II,fwdbtn,fwdbtn,True,False,2019-07-15,21:30:00,21,Night,Ramble On - Remaster Led Zeppelin,"Ramble On - Remaster, Ramble On - Remaster, What Is and What Should Never Be - Remaster, What Is and What Should Never Be - Remaster, That's the Way - Remaster, How Many More Times - Remaster, How Many More Times - Remaster, Friends - Remaster, Friends - Remaster, Friends - Remaster"
3Pc4BTWoH6x0PmeGfQzn5a,android,2607,Rebel Heart,The Shelters,The Shelters,fwdbtn,fwdbtn,True,False,2022-09-30,20:50:00,20,Evening,Rebel Heart The Shelters,"Rebel Rebel, Rebel Rebel - 2016 Remaster, The Heart of Life, Take My Heart, Wild Heart, Wild Heart, Half of My Heart, Half of My Heart, Half of My Heart, Devil In Her Heart - Remastered 2009"
4C9IP2e5tjrH60hwDVdpOu,android,60,Lover Of The Light,Mumford & Sons,Babel,fwdbtn,fwdbtn,True,False,2017-01-02,19:19:00,19,Evening,Lover Of The Light Mumford & Sons,"Lover Of The Light, Lover Of The Light, Forever, I Will Wait, The Cave, The Cave, The Cave, The Cave, The Cave, The Cave"
3YubPkIjza38KmXTIGdk91,android,158400,Te Solté la Rienda,José Alfredo Jimenez,El Cantinero,trackdone,trackdone,True,False,2020-10-04,00:56:00,0,Late Night,Te Solté la Rienda José Alfredo Jimenez,"Te Solté la Rienda, Te Solté la Rienda, La Media Vuelta, Que Te Vaya Bonito, El Rey, El Rey, El Rey, El Rey, El Rey, El 7 Mares"
6l7ZrfDzuHodT5XfcMmBiX,android,247413,Roy Rogers - Remastered 2014,Elton John,Goodbye Yellow Brick Road,trackdone,trackdone,True,False,2020-10-11,19:34:00,19,Evening,Roy Rogers - Remastered 2014 Elton John,"Roy Rogers - Remastered 2014, Candle In The Wind - Remastered 2014, Goodbye Yellow Brick Road - Remastered 2014, Goodbye Yellow Brick Road - Remastered 2014, Saturday Night’s Alright (For Fighting) - Remastered 2014, Saturday Night’s Alright (For Fighting) - Remastered 2014, I'm Still Standing, I Guess That's Why They Call It The Blues, Don't Go Breaking My Heart, Crocodile Rock"
0ryEyJ994SqdJwGJXyS1SF,android,3666,I Wanna Be Yours,Arctic Monkeys,AM,fwdbtn,fwdbtn,True,False,2018-04-14,22:16:00,22,Night,I Wanna Be Yours Arctic Monkeys,"I Wanna Be Yours, Do I Wanna Know?, Do I Wanna Know?, Do I Wanna Know?, R U Mine?, I Want It All, Why'd You Only Call Me When You're High?, Why'd You Only Call Me When You're High?, Why'd You Only Call Me When You're High?, Why'd You Only Call Me When You're High?"
1ZUv3ISx2nFaz0JimVdcoT,android,1052,That's the Way - Remaster,Led Zeppelin,Led Zeppelin III,fwdbtn,fwdbtn,True,False,2019-10-22,17:02:00,17,Evening,That's the Way - Remaster Led Zeppelin,"What Is and What Should Never Be - Remaster, What Is and What Should Never Be - Remaster, How Many More Times - Remaster, How Many More Times - Remaster, Friends - Remaster, Friends - Remaster, Friends - Remaster, You Shook Me - Remaster, You Shook Me - Remaster, Sick Again - Remaster"
1nIUgRxbi4aY4fV5A26Jrp,android,140933,I'll Be Your Man,The Black Keys,The Big Come Up,trackdone,trackdone,True,False,2021-04-16,16:53:00,16,Afternoon,I'll Be Your Man The Black Keys,"I'll Be Your Man, The Only One, It's Up to You Now, Nobody but You, Nobody but You, Nobody but You, It's Up to You Now, Black Mud, Black Mud, In Time"
7lTkFWrIfmGD4Woj3ZLDi4,android,32595,End Of My Rope,Pokey LaFarge,Rock Bottom Rhapsody,trackdone,fwdbtn,True,False,2022-06-29,04:18:00,4,Late Night,End Of My Rope Pokey LaFarge,"End Of My Rope, The End Has No End, The End - Remastered 2009, The End - Remastered 2009, Elven Rope, In the End, Waiting for the End, Waiting for the End, Everybody Leaves in the End, Everybody Leaves in the End"
3e6rEdPXVBXRhppmKiwsh7,android,2265,Gimme Shelter,The Rolling Stones,Let It Bleed,fwdbtn,fwdbtn,True,False,2017-07-08,17:06:00,17,Evening,Gimme Shelter The Rolling Stones,"Live With Me, You Can't Always Get What You Want, You Can't Always Get What You Want, All Down The Line, All Down The Line, All Down The Line, Happy, Rocks Off, Shelter from the Storm, Shelter from the Storm"
2fyIS6GXMgUcSv4oejx63f,android,175440,Mardy Bum,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",trackdone,trackdone,True,False,2020-10-09,23:11:00,23,Night,Mardy Bum Arctic Monkeys,"Mardy Bum, Mardy Bum, Mardy Bum, Mardy Bum, Mardy Bum, Mardy Bum, R U Mine?, I Want It All, I Wanna Be Yours, I Wanna Be Yours"
7wWr0jb8Z1FZaEkb977AK0,android,242644,My Ego Dies At The End,Jensen McRae,My Ego Dies At The End,trackdone,trackdone,False,False,2024-02-15,06:19:00,6,Morning,My Ego Dies At The End Jensen McRae,"My Ego Dies At The End, The End Has No End, The End - Remastered 2009, The End - Remastered 2009, The Energy Never Dies, In the End, Waiting for the End, Waiting for the End, End Of My Rope, End Of My Rope"
2BWTYAiWbBGCJeKbQ6rpFA,android,196560,Fuera de Lugar,Little Jesus,Disco de Oro,trackdone,trackdone,True,False,2024-01-04,03:29:00,3,Late Night,Fuera de Lugar Little Jesus,"Golden Choice, Jesus, Jesus, Etc., Jesus, Etc., Every Little Thing - Remastered 2009, Every Little Thing - Remastered 2009, Jesus Was a Social Drinker, Tulsa Jesus Freak, Little Room, Little Room"
4178A5NkEjcsGc64jpBO6d,android,200343,Calypso,Luis Fonsi,Calypso,trackdone,trackdone,True,False,2020-12-20,08:22:00,8,Morning,Calypso Luis Fonsi,"Calypso - Remix, Llamarada, Va a Nevar, Frente a La Chimenea, Échame a Mi La Culpa, Échame a Mi La Culpa, Échame a Mi La Culpa, Un Velero Llamado Libertad, Pasaba Por Aquí (with Luis Eduardo Aute) - En Directo, Pasaba Por Aquí (with Luis Eduardo Aute) - En Directo"
1yhK6UPdri1xkovb6eXoM4,android,144312,El Borracho,Los Titanes De Durango,15 Exitos,trackdone,trackdone,True,False,2022-06-03,09:05:00,9,Morning,El Borracho Los Titanes De Durango,"El Amor, El Amor, El Amor, El Vendedor, Maria, El Problema, El Problema, El Problema, El Problema, Felices los 4"
6xdLJrVj4vIXwhuG8TMopk,android,163373,Crazy Little Thing Called Love - Remastered 2011,Queen,The Game,fwdbtn,trackdone,True,False,2022-12-17,02:22:00,2,Late Night,Crazy Little Thing Called Love - Remastered 2011 Queen,"Crazy Little Thing Called Love - Remastered 2011, Crazy Little Thing Called Love - Remastered 2011, Crazy Little Thing Called Love, Every Little Thing - Remastered 2009, Every Little Thing - Remastered 2009, I'm In Love With My Car - Remastered 2011, The March Of The Black Queen - Remastered 2011, Bohemian Rhapsody - Remastered 2011, I Want To Break Free - Remastered 2011, I Want To Break Free - Remastered 2011"
4LAL0WAaDAxn0Z0EaMlyII,android,720,Ram On - Reprise,Paul McCartney,Ram,fwdbtn,fwdbtn,True,False,2020-10-23,20:36:00,20,Evening,Ram On - Reprise Paul McCartney,"Ram On - Remastered 2012, That Would Be Something - Remastered 2011, That Would Be Something - Remastered 2011, Dominoes, Who Cares, Who Cares, Back In Brazil, Back In Brazil, Dominoes, Back In Brazil"
3pU1CUgPiFfxPCpscwIwQR,android,163080,I Should Have Known Better - Remastered 2009,The Beatles,A Hard Day's Night,trackdone,trackdone,True,False,2019-07-12,20:49:00,20,Evening,I Should Have Known Better - Remastered 2009 The Beatles,"I Should Have Known Better - Remastered 2009, I Should Have Known Better - Remastered 2009, Getting Better - Remastered 2009, Getting Better - Remastered 2009, Here, There And Everywhere - Remastered 2009, Because - Remastered 2009, Two Of Us - Remastered 2009, You Can't Do That - Remastered 2009, Something - Remastered 2009, Back In The U.S.S.R. - Remastered 2009"
5xcfepnz1v7a83T8An9gjw,android,154933,The Night Before - Remastered 2009,The Beatles,Help!,trackdone,trackdone,True,False,2022-07-01,00:56:00,0,Late Night,The Night Before - Remastered 2009 The Beatles,"The Night Before - Remastered 2009, The Night Before - Remastered 2009, Good Night - Remastered 2009, Good Night - Remastered 2009, Here, There And Everywhere - Remastered 2009, Because - Remastered 2009, Two Of Us - Remastered 2009, You Can't Do That - Remastered 2009, Something - Remastered 2009, Back In The U.S.S.R. - Remastered 2009"
1RywwImkBFUEVcRTBmw7vL,iOS,157586,The Age of Worry,John Mayer,Born and Raised,trackdone,trackdone,True,False,2017-04-24,19:36:00,19,Evening,The Age of Worry John Mayer,"The Age of Worry, The Age of Worry, The Age of Worry, The Modern Age, The Modern Age, The Modern Age, The Modern Age, In the Blood, In the Blood, In the Blood"
5Db9VIdDsN5yu3Eu7CT0i4,android,19588,Stay With Me,Sam Smith,In The Lonely Hour,fwdbtn,fwdbtn,True,False,2017-08-06,18:41:00,18,Evening,Stay With Me Sam Smith,"I'm Not The Only One, I'm Not The Only One, I'm Not The Only One, Like I Can, Like I Can, Not In That Way, Not In That Way, I've Told You Now, I've Told You Now, Life Support"
0EE9L8Gt2f2ftxwZLX8SwT,android,288453,In The Car Outside - Abridged,The Killers,Pressure Machine,trackdone,trackdone,False,False,2021-08-19,17:11:00,17,Evening,In The Car Outside - Abridged The Killers,"In The Car Outside - Abridged, In The Car Outside - Abridged, In The Car Outside, The Getting By - Abridged, Sleepwalker - Abridged, Sleepwalker - Abridged, Sleepwalker - Abridged, Cody - Abridged, Sleepwalker - Abridged, Cody - Abridged"
3vOZqYkuhE2ASsOctL81a7,iOS,0,No.1 Party Anthem,Arctic Monkeys,AM,fwdbtn,fwdbtn,False,False,2017-04-28,12:26:00,12,Afternoon,No.1 Party Anthem Arctic Monkeys,"No. 1 Party Anthem, No. 1 Party Anthem, R U Mine?, I Want It All, National Anthem, National Anthem, I Wanna Be Yours, I Wanna Be Yours, Why'd You Only Call Me When You're High?, Why'd You Only Call Me When You're High?"
6Vtl2yNW8GmuQZxMZS7Xc4,android,166226,Amazing Grace,André Rieu,Best Of,trackdone,trackdone,False,False,2022-02-05,18:45:00,18,Evening,Amazing Grace André Rieu,"Amazing Grace, Grace Kelly, Grace Kelly, Grace Kelly, Grace Kelly, Walt Grace's Submarine Test, January 1967, Good Morning Good Morning (feat. Zorch, Grace Potter & Treasure Mammal), Here Comes The Sun - Remastered 2009, Times Like These, Alone Together"
4XhqLlodOmH3HVoyztS1zA,android,2043,Creo en Ti,Reik,Peligro,fwdbtn,backbtn,False,True,2015-10-02,23:44:00,23,Night,Creo en Ti Reik,"nadie va a pensar en ti mejor que yo - En Vivo, Invierno, Invierno, Invierno, Ciego, Es Por Ti, Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles), Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles), Yo Quisiera, Ya Me Enteré"
2Bxt2qamL6iu0XN0Td484J,android,16689,Virtual Insanity - Remastered 2013,Jamiroquai,Travelling Without Moving,trackdone,fwdbtn,False,True,2023-02-02,22:47:00,22,Night,Virtual Insanity - Remastered 2013 Jamiroquai,"Get Back - Naked Version / Remastered 2013, Get Back - Naked Version / Remastered 2013, I Me Mine - Naked Version / Remastered 2013, Two Of Us - Naked Version / Remastered 2013, Get Back - Naked Version / Remastered 2013, Let It Be - Naked Version / Remastered 2013, Don't Let Me Down - Naked Version / Remastered 2013, One After 909 - Naked Version / Remastered 2013, Across The Universe - Naked Version / Remastered 2013, Dig A Pony - Naked Version / Remastered 2013"
2x8evxqUlF0eRabbW2JBJd,android,183893,Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare,trackdone,trackdone,True,False,2019-12-27,07:05:00,7,Morning,Fluorescent Adolescent Arctic Monkeys,"Fluorescent Adolescent, Fluorescent Adolescent, Fluorescent Adolescent, R U Mine?, I Want It All, I Wanna Be Yours, I Wanna Be Yours, Why'd You Only Call Me When You're High?, Why'd You Only Call Me When You're High?, Why'd You Only Call Me When You're High?"
0gLFuoDun2yzBp67btvQU3,android,244004,Wrecked,Imagine Dragons,Mercury - Act 1,trackdone,trackdone,False,False,2022-03-11,19:28:00,19,Evening,Wrecked Imagine Dragons,"Only, Love, My Life, It Comes Back To You, It Comes Back To You, On Top Of The World, On Top Of The World, On Top Of The World, Dream, The Fall"
6i81qFkru6Kj1IEsB7KNp2,cast to device,215854,Just Breathe,Pearl Jam,Backspacer,trackdone,trackdone,False,False,2020-03-30,18:47:00,18,Evening,Just Breathe Pearl Jam,"Just Breathe, Just Breathe, Just Breathe, Just Breathe, Breath - Demo, Just, Just, Just, That's Entertainment, Just Another Girl"
