spotify_track_uri,platform,ms_played,track_name,artist_name,album_name,reason_start,reason_end,shuffle,skipped,date,time,hour,time_of_day,text_features,recommended_tracks
6dGnYIeXmHdcikdzNNDMm2,android,185733,Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road,fwdbtn,trackdone,False,False,2019-11-26,05:20:00,5,Morning,Here Comes The Sun - Remastered 2009 The Beatles,"Here Comes The Sun - Remastered 2009, Here Comes The Sun - Remastered 2009, Here Comes The Sun - Remastered 2009, Sun King - Remastered 2009, Here, There And Everywhere - Remastered 2009, Because - Remastered 2009, Two Of Us - Remastered 2009, You Can't Do That - Remastered 2009, Something - Remastered 2009, Back In The U.S.S.R. - Remastered 2009"
5x3e3ycjCYXFskwfNgNhaz,android,208237,Times Like These,Glen Campbell,Meet Glen Campbell,fwdbtn,trackdone,True,False,2021-04-28,15:13:00,15,Afternoon,Times Like These Glen Campbell,"Good Times Bad Times - Remaster, Good Times Bad Times - Remaster, Good Times Bad Times - Remaster, First Times, How Many More Times - Remaster, How Many More Times - Remaster, The Times They Are A-Changin', The Times They Are A-Changin', The Times They Are A-Changin', Someone Like You"
5MsZIaCYY6Tsdph0LiB0hE,android,2103,Alone Together,Fall Out Boy,Save Rock And Roll,fwdbtn,fwdbtn,True,False,2018-07-18,04:44:00,4,Late Night,Alone Together Fall Out Boy,"Alone Together, Young Volcanoes, Young Volcanoes, Young Volcanoes, Sugar, We're Goin Down, boy, The Fall, Hammer To Fall, Hammer To Fall, Hammer To Fall"
2b8fOow8UzyDFAE27YhOZM,cast to device,189487,Memories,Maroon 5,Memories,trackdone,trackdone,False,False,2020-03-14,03:18:00,3,Late Night,Memories Maroon 5,"Memories, Memories, Memories, Memories, Memories, Memories, Memories, Sugar, Sugar, Sugar"
24YmWQgunJGAU8El3ndkyn,android,198221,In the Flesh?,Pink Floyd,The Wall,fwdbtn,trackdone,True,False,2024-05-31,21:31:00,21,Night,In the Flesh? Pink Floyd,"In the Flesh?, In the Flesh?, In the Flesh?, The Show Must Go On, Us and Them, Us and Them, Us and Them, Time, Nobody Home, On the Run"
63OJHHu2ambZAvdrvhdT2b,android,591,I Found a Reason - 2015 Remaster,The Velvet Underground,Loaded,fwdbtn,fwdbtn,True,False,2019-10-23,23:07:00,23,Night,I Found a Reason - 2015 Remaster The Velvet Underground,"I Found a Reason - 2015 Remaster, Cool It Down - 2015 Remaster, Cool It Down - 2015 Remaster, Cool It Down - 2015 Remaster, Cool It Down - 2015 Remaster, Who Loves the Sun - 2015 Remaster, Oh! Sweet Nuthin' - 2015 Remaster, Rock & Roll - Full Length Version; 2015 Remaster, Train Round the Bend - 2015 Remaster, Train Round the Bend - 2015 Remaster"
24AFErHUiORpll04wrR6u4,android,23,Eleanor Put Your Boots On,Franz Ferdinand,You Could Have It So Much Better,fwdbtn,backbtn,True,False,2022-09-30,19:07:00,19,Evening,Eleanor Put Your Boots On Franz Ferdinand,"Eleanor Put Your Boots On, Eleanor Put Your Boots On, Eleanor Rigby - Remastered 2009, Eleanor Rigby - Remastered 2009, Eleanor Rigby - Remastered 2009, Boots of Spanish Leather, Austin (Boots Stop Workin'), Oh, quand je dors, S 282, Here Comes The Sun - Remastered 2009, Times Like These"
3iYYUkgkIgZy20xUVaOyLU,android,45770,Diggin' My Grave,Lady Gaga,A Star Is Born Soundtrack,fwdbtn,fwdbtn,False,False,2019-05-27,07:56:00,7,Morning,Diggin' My Grave Lady Gaga,"Before I Cry, Look What I Found, Angel Down, Always Remember Us This Way, Always Remember Us This Way, Hair Body Face, Lady Day, Lady Day, We Owned The Night, We Owned The Night"
5hBOEqqkcQaUgkRhh6EyX4,android,366978,With God on Our Side,Bob Dylan,The Times They Are A-Changin',fwdbtn,logout,False,False,2019-04-14,18:16:00,18,Evening,With God on Our Side Bob Dylan,"With God on Our Side, With God on Our Side, With God on Our Side, With God on Our Side, Bob Dylan's Blues, Bob Dylan's Blues, Bob Dylan's Blues, Bob Dylan's Dream, Bob Dylan's Dream, Bob Dylan's Dream"
4Jw6ENp38dMtW97Ll0BkZz,android,211795,No Surprises,Scott Bradlee's Postmodern Jukebox,33 Resolutions Per Minute,fwdbtn,trackdone,False,False,2021-07-01,19:19:00,19,Evening,No Surprises Scott Bradlee's Postmodern Jukebox,"No Surprises, Creep, Ain't No Rest for the Wicked, No Surprises, No Surprises, No Surprises, The Spiritual, The Spiritual, I'm Getting Sentimental Over You, The Entertainer: A Ragtime Two-Step"
2bonbKENtFAQQh8U4UEAu5,android,87213,Engagement Party,Justin Hurwitz,La La Land,trackdone,trackdone,False,False,2021-09-07,22:48:00,22,Night,Engagement Party Justin Hurwitz,"Engagement Party, Epilogue, Epilogue, Epilogue, Epilogue, Mia & Sebastian’s Theme, Mia & Sebastian’s Theme, No.1 Party Anthem, No. 1 Party Anthem, No. 1 Party Anthem"
7DD7eSuYSC5xk2ArU62esN,android,6943,Help! - Remastered 2009,The Beatles,Help!,fwdbtn,fwdbtn,True,False,2017-08-20,21:19:00,21,Night,Help! - Remastered 2009 The Beatles,"Help! - Remastered 2009, With A Little Help From My Friends - Remastered 2009, With A Little Help From My Friends - Remastered 2009, Here, There And Everywhere - Remastered 2009, Because - Remastered 2009, Two Of Us - Remastered 2009, You Can't Do That - Remastered 2009, Something - Remastered 2009, Back In The U.S.S.R. - Remastered 2009, I Call Your Name - Remastered 2009"
64P3zpRsDHIk7YTpRtaKYL,android,144773,Everybody's Got Something To Hide Except Me And My Monkey - Remastered 2009,The Beatles,The Beatles,trackdone,trackdone,True,False,2020-11-02,17:58:00,17,Evening,Everybody's Got Something To Hide Except Me And My Monkey - Remastered 2009 The Beatles,"You've Got To Hide Your Love Away - Remastered 2009, You've Got To Hide Your Love Away - Remastered 2009, Got To Get You Into My Life - Remastered 2009, Got To Get You Into My Life - Remastered 2009, All I've Got To Do - Remastered 2009, Everybody's Got a Secret, Everybody's Trying To Be My Baby - Remastered 2009, Everybody's Trying To Be My Baby - Remastered 2009, Everybody's Trying To Be My Baby - Remastered 2009, Everybody's Trying To Be My Baby - Remastered 2009"
6LAavvaSYOLJBHDBeR01cd,android,136693,En el Último Trago,José Alfredo Jimenez,Brillantes - Jose Alfredo Jimenez,trackdone,trackdone,True,False,2017-06-26,10:54:00,10,Morning,En el Último Trago José Alfredo Jimenez,"En el Último Trago, El Rey, El Rey, El Rey, El Rey, El Rey, El 7 Mares, Paloma Querida, Paloma Querida, Paloma Querida"
69QFcT6d5s682XOUtyiliA,android,0,Incomplete,James Bay,Chaos And The Calm,fwdbtn,fwdbtn,True,False,2020-01-22,00:58:00,0,Late Night,Incomplete James Bay,"Move Together, Move Together, Get Out While You Can, Get Out While You Can, Move Together, Let It Go, Let It Go, If You Ever Want To Be In Love, If You Ever Want To Be In Love, Craving"
30CWW0G4o9bkAWY1cp91OK,android,1038,Goodnight Ladies,Lou Reed,Transformer,fwdbtn,fwdbtn,True,False,2020-06-26,04:55:00,4,Late Night,Goodnight Ladies Lou Reed,"Goodnight Ladies, There Is No Time, Hold On, Hold On, Going Down, Going Down, Going Down, I'm So Free, I Can't Stand It, Sick of You"
3t87C08isN6yw2DnWOorLm,android,102760,Hannah Hunt,Vampire Weekend,Modern Vampires of the City,fwdbtn,fwdbtn,True,False,2016-12-11,22:24:00,22,Night,Hannah Hunt Vampire Weekend,"Holiday, Holiday, Unbelievers, Unbelievers, Unbelievers, Worship You, Worship You, Walcott, Walcott, Hudson"
5k3VjTwIsOjQ2woGz3Yx71,android,206413,Can't Help but Wait,Trey Songz,Trey Day,trackdone,trackdone,False,False,2017-11-18,05:35:00,5,Morning,Can't Help but Wait Trey Songz,"Help! - Remastered 2009, Help! - Remastered 2009, Wait - Remastered 2009, I Will Wait, With A Little Help From My Friends - Remastered 2009, With A Little Help From My Friends - Remastered 2009, We Change, We Wait, Wait In Line, Wait In Line, Can't Help Falling in Love"
0e0ztotN2k7pf67gpjTYlJ,iOS,1857,R.R.R,The Mud Howlers,R.R.R,fwdbtn,fwdbtn,True,True,2016-12-05,02:19:00,2,Late Night,R.R.R The Mud Howlers,"Give Me Something, R.R.R, R.R.R, Dust, Dust, Dust, The Beast, The Beast, The Beast, Age of Light"
5ubHAQtKuFfiG4FXfLP804,android,2759,Lego House,Ed Sheeran,+,fwdbtn,fwdbtn,True,False,2018-10-03,03:07:00,3,Late Night,Lego House Ed Sheeran,"Lego House, Lego House, U.N.I., What Do I Know?, What Do I Know?, First Times, Perfect, Perfect, Kiss Me, Dive"
5M6bJO7Cfl4lnPoAHG0EdD,android,220941,Amor a Primera Vista,Los Ángeles Azules,Amor a Primera Vista,trackdone,trackdone,True,False,2020-12-13,04:58:00,4,Late Night,Amor a Primera Vista Los Ángeles Azules,"Primera Cita, Primera Cita, El Amor, El Amor, El Amor, Para Tu Amor, Para Tu Amor, Consejo de Amor, No Sé Si Es Amor, No Sé Si Es Amor"
50UcKeQ4F1TNIlveERFGJq,android,30897,The Beast,The Mud Howlers,Timeliness,trackdone,fwdbtn,True,False,2018-08-14,00:36:00,0,Late Night,The Beast The Mud Howlers,"The Beast, The Beast, R.R.R, Give Me Something, R.R.R, R.R.R, Dust, Dust, Dust, Age of Light"
3CPID5jKTRXhTK3yHf66KX,android,215533,Another One Bites The Dust,Queen,The Game,trackdone,trackdone,False,False,2018-09-08,00:10:00,0,Late Night,Another One Bites The Dust Queen,"Another One Bites The Dust, Another One Bites The Dust, Another One Bites The Dust, Another One Bites The Dust, Dust, Dust, Dust, The March Of The Black Queen - Remastered 2011, Dust in the Wind, Dust in the Wind"
2nTsKOXIVGDf2iPeVQO2Gm,android,2030,Paranoid Android,Radiohead,OK Computer,fwdbtn,fwdbtn,True,False,2017-07-08,20:42:00,20,Evening,Paranoid Android Radiohead,"Paranoid Android, Paranoid Android, I Can't, I Can't, Paranoid, Paranoid, Paranoid, Paranoid, Paranoid, Just"
6bRbeEgg8v8BQ0HuVuPE7v,android,13421,Fight Song,Rachel Platten,Fight Song - EP,appload,endplay,False,True,2015-09-23,05:10:00,5,Morning,Fight Song Rachel Platten,"Fight Song, Fight Song, Morning Song, Gun Song, Gun Song, Gale Song, Gale Song, Gale Song, The Rain Song - Remaster, Our Song"
2dq2J24oIF67Uvttut4dv7,android,125893,Treat Her Right,Roy Head And The Traits,The Best Of Roy Head,fwdbtn,trackdone,True,False,2020-09-28,03:15:00,3,Late Night,Treat Her Right Roy Head And The Traits,"Treat Her Right, Treat Her Right, All Right Now, A Head Full of Dreams, A Head Full of Dreams, You May Be Right, That's All Right, That's All Right, That's All Right, That's All Right"
1Vk4yRsz0iBzDiZEoFMQyv,android,98040,Mia & Sebastian’s Theme,Justin Hurwitz,La La Land,trackdone,trackdone,False,False,2020-01-25,02:48:00,2,Late Night,Mia & Sebastian’s Theme Justin Hurwitz,"Mia & Sebastian’s Theme, Epilogue, Epilogue, Epilogue, Epilogue, Engagement Party, Engagement Party, Tatuajes, Tatuajes, Maracas"
2ASaiQWWIhao3cniyiwItc,android,193133,You and I,SYML,The Day My Father Died,trackdone,trackdone,True,False,2023-12-16,00:29:00,0,Late Night,You and I SYML,"Here Comes The Sun - Remastered 2009, Times Like These, Alone Together, Memories, In the Flesh?, I Found a Reason - 2015 Remaster, Eleanor Put Your Boots On, Diggin' My Grave, With God on Our Side, No Surprises"
219nY3WjD9ZxpwquMQuksi,android,1794,Come Back to Me,Liam Gallagher,As You Were,playbtn,endplay,True,False,2019-11-02,03:20:00,3,Late Night,Come Back to Me Liam Gallagher,"Come Back to Me, Come Back to Me, Be Still, Once, One of Us, Once, Once, Once, Why Me? Why Not., Once - Acoustic"
1BLOVHYYlH4JUHQGcpt75R,android,24429,Ode To The Mets,The Strokes,The New Abnormal,appload,trackdone,False,False,2021-08-06,03:27:00,3,Late Night,Ode To The Mets The Strokes,"Ode To The Mets, Ode To The Mets, Ode To The Mets, Ode To The Mets, Ode To The Mets, Ode To The Mets, Ode To The Mets, Is This It, You Only Live Once, You Only Live Once"
2u2WL5N3KnQnykOZi3fxL6,android,3816,Swallowed in the Sea,Coldplay,X&Y,fwdbtn,fwdbtn,True,False,2017-09-29,00:50:00,0,Late Night,Swallowed in the Sea Coldplay,"Swallowed in the Sea, Swallowed in the Sea, Up&Up, Up&Up, Dead Sea, Dead Sea, I Will Be Found (Lost At Sea), I Will Be Found (Lost At Sea), I Will Be Found (Lost At Sea), Sea Of Heartbreak"
3xMQOd1C3TXsjQ3pmzOmkC,android,410186,Weight of Love,The Black Keys,Turn Blue,trackdone,trackdone,True,False,2022-07-15,21:58:00,21,Night,Weight of Love The Black Keys,"Weight of Love, The Only One, It's Up to You Now, Nobody but You, Nobody but You, Nobody but You, It's Up to You Now, Too Afraid to Love, Too Afraid To Love, Too Afraid to Love You"
21YxK0klhpfLW8budkJaMF,cast to device,2344,Lust For Life,Iggy Pop,Lust For Life,fwdbtn,endplay,False,False,2020-04-06,17:16:00,17,Evening,Lust For Life Iggy Pop,"Lust For Life, Lust For Life, The Passenger, The Passenger, Sixteen, Young Lust, This Is Your Life, This Is Your Life, This Is Your Life, This Is Your Life"
2wV6F22JUYYhVidQZgcWrH,android,3006,Sick Again - Remaster,Led Zeppelin,Physical Graffiti,fwdbtn,fwdbtn,True,False,2022-06-05,10:44:00,10,Morning,Sick Again - Remaster Led Zeppelin,"What Is and What Should Never Be - Remaster, What Is and What Should Never Be - Remaster, That's the Way - Remaster, How Many More Times - Remaster, How Many More Times - Remaster, Friends - Remaster, Friends - Remaster, Friends - Remaster, You Shook Me - Remaster, You Shook Me - Remaster"
2VIVokee0hTjUWplmGwj2z,cast to device,218000,The Cave,Mumford & Sons,Sigh No More,trackdone,trackdone,False,False,2020-04-14,17:24:00,17,Evening,The Cave Mumford & Sons,"The Cave, The Cave, The Cave, The Cave, The Cave, Forever, I Will Wait, After The Storm, Sigh No More, Sigh No More"
24NwBd5vZ2CK8VOQVnqdxr,android,274133,Sweet Emotion,Aerosmith,Toys In The Attic,trackdone,trackdone,True,False,2020-09-13,03:11:00,3,Late Night,Sweet Emotion Aerosmith,"Sweet Emotion, Dream On, Dream On, Dream On, Dream On, Walk This Way, Walk This Way, Walk This Way, Sweet Talk, Sweet Talk"
0hmxVkpxbcdHAXUoZ7DeCQ,android,296938,Did My Best,The Voidz,Did My Best,clickrow,trackdone,False,False,2020-12-21,01:25:00,1,Late Night,Did My Best The Voidz,"Did My Best, Did My Best, Did My Best, Did My Best, Did My Best, The Best, The Best, Leave It In My Dreams, Pink Ocean, Lazy Boy"
3dYD57lRAUcMHufyqn9GcI,android,2009,Take Me To Church,Hozier,Hozier,fwdbtn,fwdbtn,True,False,2018-05-07,04:59:00,4,Late Night,Take Me To Church Hozier,"Take Me To Church, Take Me To Church, To Be Alone, From Eden, From Eden, From Eden, From Eden, From Eden, Sedated, Shrike"
2RDXq7AwoEpvrjsXe4zlUc,android,200506,Queen Bitch - 2015 Remaster,David Bowie,Hunky Dory,trackdone,trackdone,True,False,2022-06-22,02:34:00,2,Late Night,Queen Bitch - 2015 Remaster David Bowie,"Changes - 2015 Remaster, Changes - 2015 Remaster, Changes - 2015 Remaster, Song for Bob Dylan - 2015 Remaster, Song for Bob Dylan - 2015 Remaster, Eight Line Poem - 2015 Remaster, Eight Line Poem - 2015 Remaster, Eight Line Poem - 2015 Remaster, Eight Line Poem - 2015 Remaster, The Bewlay Brothers - 2015 Remaster"
3LXFi1Xk9qJsYXYEjDcuVH,android,319043,19 Dias y 500 Noches - En Directo,Joaquín Sabina,Nos Sobran Los Motivos,trackdone,trackdone,False,False,2022-03-31,02:54:00,2,Late Night,19 Dias y 500 Noches - En Directo Joaquín Sabina,"19 Dias y 500 Noches - En Directo, 19 Dias y 500 Noches - En Directo, 19 Dias y 500 Noches - En Directo, 19 Dias y 500 Noches - En Directo, 19 Dias y 500 Noches - En Directo, 19 Dias y 500 Noches - En Directo, 19 Dias y 500 Noches, 19 Dias y 500 Noches, 19 Dias y 500 Noches, 19 Dias y 500 Noches"
4DWFSrNnZXow1aB96gByho,android,151306,Elenore,The Turtles,The Turtles Present The Battle of the Bands,fwdbtn,trackdone,True,False,2021-04-24,20:15:00,20,Evening,Elenore The Turtles,"Here Comes The Sun - Remastered 2009, Times Like These, Alone Together, Memories, In the Flesh?, I Found a Reason - 2015 Remaster, Eleanor Put Your Boots On, Diggin' My Grave, With God on Our Side, No Surprises"
41ujv4mhxlqR8nlnieDpDp,mac,175507,"La traviata, Act I: Libiamo ne' lieti calici ""Brindisi""",Giuseppe Verdi,Verdi: La Traviata,trackdone,trackdone,True,False,2023-07-19,23:35:00,23,Night,"La traviata, Act I: Libiamo ne' lieti calici ""Brindisi"" Giuseppe Verdi","Rigoletto / Act 3: ""La donna è mobile"", Rigoletto, Act III: La donna è mobile, Rigoletto, Act III: La donna è mobile, Rigoletto / Act 1: ""Questa o quella"", Rigoletto / Act 1: ""Questa o quella"", Verdi: Il trovatore, Act 4: ""D'amor sull'ali rosee"" (Leonora), Il Trovatore / Act 3: ""Di quella pira"", Il Trovatore / Act 3: ""Di quella pira"", Rigoletto: Parmi veder le lagrime, Rigoletto: Parmi veder le lagrime"
0fwZjkgVQ9q8WbwnN36oZg,android,143773,Pasaba Por Aquí (with Luis Eduardo Aute) - En Directo,Pedro Guerra,Pedro Guerra 30 Años,trackdone,trackdone,True,False,2022-11-16,06:21:00,6,Morning,Pasaba Por Aquí (with Luis Eduardo Aute) - En Directo Pedro Guerra,"Pasaba Por Aquí (with Luis Eduardo Aute) - En Directo, Besos En Guerra, Toda una Vida, Toda una Vida, Te Fuiste de Aquí, Cantares - En Directo, 19 Dias y 500 Noches - En Directo, 19 Dias y 500 Noches - En Directo, 19 Dias y 500 Noches - En Directo, 19 Dias y 500 Noches - En Directo"
2zYzyRzz6pRmhPzyfMEC8s,android,29396,Highway to Hell,AC/DC,Highway to Hell,fwdbtn,fwdbtn,True,True,2015-10-28,03:04:00,3,Late Night,Highway to Hell AC/DC,"Highway to Hell, Highway to Hell, Highway to Hell, Highway to Hell, Back In Black, Back In Black, Back In Black, Thunderstruck, Thunderstruck, Let There Be Rock"
03XjpGGdsIPouALXem2Cku,cast to device,144424,Love Is A Verb,John Mayer,Born and Raised,trackdone,trackdone,False,False,2020-04-09,18:12:00,18,Evening,Love Is A Verb John Mayer,"Love Is A Verb, Love on the Weekend, In the Blood, In the Blood, In the Blood, In the Blood, In the Blood, In the Blood, In the Blood, Say"
3T4Kt51PV4k8tx6YCtBgcl,android,2699,Good Night - Remastered 2009,The Beatles,The Beatles,fwdbtn,fwdbtn,True,False,2017-10-20,04:55:00,4,Late Night,Good Night - Remastered 2009 The Beatles,"Good Night - Remastered 2009, The Night Before - Remastered 2009, The Night Before - Remastered 2009, The Night Before - Remastered 2009, Here, There And Everywhere - Remastered 2009, Because - Remastered 2009, Two Of Us - Remastered 2009, You Can't Do That - Remastered 2009, Something - Remastered 2009, Back In The U.S.S.R. - Remastered 2009"
64GMkUhGX3gp18F1tajKXg,mac,244946,Sleepwalker - Abridged,The Killers,Pressure Machine,trackdone,trackdone,False,False,2024-07-02,16:57:00,16,Afternoon,Sleepwalker - Abridged The Killers,"Sleepwalker - Abridged, Sleepwalker - Abridged, Sleepwalker - Abridged, The Getting By - Abridged, Cody - Abridged, Cody - Abridged, West Hills - Abridged, West Hills - Abridged, West Hills - Abridged, In The Car Outside - Abridged"
644es5aYPJghtZLjM1rmSP,android,175040,Concerning Hobbits,Howard Shore,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),fwdbtn,trackdone,True,False,2020-08-15,19:46:00,19,Evening,Concerning Hobbits Howard Shore,"Concerning Hobbits, Concerning Hobbits, Concerning Hobbits, Concerning Hobbits, Concerning Hobbits, Three Is Company, Three Is Company, Three Is Company, The Shire, The Shire"
2Hh5bVMx6OXwnDTExj1qdW,android,276133,Put Your Life on It,Kasabian,For Crying Out Loud (Deluxe),trackdone,trackdone,True,False,2024-03-13,05:40:00,5,Morning,Put Your Life on It Kasabian,"Put Your Life on It, This Is Your Life, This Is Your Life, This Is Your Life, This Is Your Life, This Is Your Life, In My Life - Remastered 2009, In My Life - Remastered 2009, In My Life - Remastered 2009, In My Life - Remastered 2009"
3TQbr3G3U5wlwEJejmqC1F,android,1380,Never on the Day You Leave,John Mayer,The Search for Everything,fwdbtn,fwdbtn,True,False,2021-04-21,18:22:00,18,Evening,Never on the Day You Leave John Mayer,"Never on the Day You Leave, Never on the Day You Leave, Never on the Day You Leave, Waitin' On The Day, Waitin' On The Day, Waitin' On The Day, Waitin' On The Day, Take It Or Leave It, Take It Or Leave It, Leave Me Here"
6GrCoNDjXBp5xun7HRGFuq,android,4885,The Sound of Reverie (Remix),The Maine,The Sound of Reverie (Remix),remote,fwdbtn,False,False,2018-04-06,01:04:00,1,Late Night,The Sound of Reverie (Remix) The Maine,"Whoever She Is, Whoever She Is, Don't Give up on ""Us"", Every Road, We All Roll Along, Every Road, Right Girl, We Change, We Wait, Listen to Your Heart, Listen to Your Heart"
3Jq9rsqmRtqcVKtzP9dnxZ,android,266733,The Man Comes Around,Johnny Cash,American IV: The Man Comes Around,trackdone,trackdone,True,False,2020-02-21,01:42:00,1,Late Night,The Man Comes Around Johnny Cash,"The Man Comes Around, The Man Comes Around - Early Take, Man in Black, Man in Black, Cry, Cry, Cry, Wanted Man, Wanted Man, The Wall, The Wall, The Wall"
3cxPy61aLMQ46PkTCDKndU,android,173198,Chick Bromea,Clément,Chick Bromea,trackdone,trackdone,True,False,2024-01-18,22:38:00,22,Night,Chick Bromea Clément,"Here Comes The Sun - Remastered 2009, Times Like These, Alone Together, Memories, In the Flesh?, I Found a Reason - 2015 Remaster, Eleanor Put Your Boots On, Diggin' My Grave, With God on Our Side, No Surprises"
6bhs4IsdCiZ3MkHEvSCKfk,cast to device,278000,This River Is Wild,The Killers,Sam's Town,trackdone,trackdone,False,False,2020-05-18,15:53:00,15,Afternoon,This River Is Wild The Killers,"This River Is Wild, This River Is Wild, This River Is Wild, This River Is Wild, This River Is Wild, This River Is Wild, This River Is Wild, This River Is Wild, The River, Show You How"
6lTTzSk1hRrxp4VMwXBp2l,android,707,My Way,Frank Sinatra,Ultimate Sinatra,fwdbtn,fwdbtn,True,False,2021-03-26,01:16:00,1,Late Night,My Way Frank Sinatra,"My Way, It Had To Be You - 2009 Remaster, It Had To Be You - 2009 Remaster, It Had To Be You - 2009 Remaster, If You Are But A Dream, Strangers In The Night, Strangers In The Night, Strangers In The Night, Come Fly With Me, Fly Me To The Moon"
0N6uqpqjRRUfuL6CUCxa4p,android,54028,Listen to Your Heart,The Maine,Black & White,appload,trackdone,True,False,2018-06-27,03:25:00,3,Late Night,Listen to Your Heart The Maine,"Listen to Your Heart, Listen to Your Heart, Whoever She Is, Whoever She Is, Don't Give up on ""Us"", Every Road, We All Roll Along, Every Road, Right Girl, We Change, We Wait"
6Y4MoQQfnIJ27LTq8qlwpZ,android,227146,Be Somebody,Kings of Leon,Only By The Night,fwdbtn,trackdone,True,False,2018-05-16,02:11:00,2,Late Night,Be Somebody Kings of Leon,"Use Somebody, Use Somebody, Use Somebody, I Want You, I Want You, Nowhere To Run, Happy Alone, 17, The Bucket, The Bucket"
4y4spB9m0Q6026KfkAvy9Q,android,149297,Lonely (with benny blanco),Justin Bieber,Lonely (with benny blanco),trackdone,trackdone,True,False,2021-05-11,23:31:00,23,Night,Lonely (with benny blanco) Justin Bieber,"Lonely (with benny blanco), What Do You Mean?, What Do You Mean?, As Long As You Love Me, Sorry, Sorry, Home To Mama, I Don't Care (with Justin Bieber), I Don't Care (with Justin Bieber), I Don't Care (with Justin Bieber)"
70XHAdaMaoLIOVb1hSaeJ4,android,131280,Any Time At All - Remastered 2009,The Beatles,A Hard Day's Night,trackdone,trackdone,True,False,2023-10-02,14:44:00,14,Afternoon,Any Time At All - Remastered 2009 The Beatles,"Here, There And Everywhere - Remastered 2009, Because - Remastered 2009, Two Of Us - Remastered 2009, You Can't Do That - Remastered 2009, Something - Remastered 2009, Back In The U.S.S.R. - Remastered 2009, I Call Your Name - Remastered 2009, Here, There And Everywhere - Remastered 2009, I Me Mine - Remastered 2009, You Can't Do That - Remastered 2009"
487OPlneJNni3NWC8SYqhW,windows,285400,Born To Die,Lana Del Rey,Born To Die - The Paradise Edition,trackdone,trackdone,False,False,2013-08-02,20:39:00,20,Evening,Born To Die Lana Del Rey,"Cherry, Doin' Time, Tulsa Jesus Freak, Tomorrow Never Came (feat. Sean Ono Lennon), Only the Good Die Young, Only the Good Die Young, Battle Born, Battle Born, Born and Raised, Del Mar"
4cezgEHMXLDu0bDMP0MFT2,android,13328,"Folsom Prison Blues - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,fwdbtn,fwdbtn,True,False,2017-03-23,01:29:00,1,Late Night,"Folsom Prison Blues - Live at San Quentin State Prison, San Quentin, CA - February 1969 Johnny Cash","Folsom Prison Blues - Live at San Quentin State Prison, San Quentin, CA - February 1969, Folsom Prison Blues - Live at San Quentin State Prison, San Quentin, CA - February 1969, Folsom Prison Blues - Live at San Quentin State Prison, San Quentin, CA - February 1969, Folsom Prison Blues - Live at San Quentin State Prison, San Quentin, CA - February 1969, San Quentin - Live at San Quentin State Prison, San Quentin, CA - February 1969, San Quentin - Live at San Quentin State Prison, San Quentin, CA - February 1969, San Quentin (Reprise) - Live at San Quentin State Prison, San Quentin, CA - February 1969, San Quentin (Reprise) - Live at San Quentin State Prison, San Quentin, CA - February 1969, Wanted Man - Live at San Quentin State Prison, San Quentin, CA - February 1969, Wanted Man - Live at San Quentin State Prison, San Quentin, CA - February 1969"
45tNymiGXb2afxk7opDlmA,android,4939,The Door Is Still Open to My Heart,Dean Martin,The Essential Dean Martin,fwdbtn,fwdbtn,True,False,2022-01-22,22:36:00,22,Night,The Door Is Still Open to My Heart Dean Martin,"The Door Is Still Open to My Heart, My Own, My Only, My All, Georgia On My Mind, At The Door, At The Door, At The Door, Everybody Loves Somebody, Ain't That A Kick In The Head, You're Nobody Till Somebody Loves You, You're Nobody Till Somebody Loves You"
6l7ZrfDzuHodT5XfcMmBiX,android,247413,Roy Rogers - Remastered 2014,Elton John,Goodbye Yellow Brick Road,trackdone,trackdone,True,False,2020-12-13,05:57:00,5,Morning,Roy Rogers - Remastered 2014 Elton John,"Roy Rogers - Remastered 2014, Candle In The Wind - Remastered 2014, Goodbye Yellow Brick Road - Remastered 2014, Goodbye Yellow Brick Road - Remastered 2014, Saturday Night’s Alright (For Fighting) - Remastered 2014, Saturday Night’s Alright (For Fighting) - Remastered 2014, I'm Still Standing, I Guess That's Why They Call It The Blues, Don't Go Breaking My Heart, Crocodile Rock"
1UIF5my20zENjZdAESc9u1,android,81026,Totò e Alfredo - Version 2,Ennio Morricone,Nuovo Cinema Paradiso (Original Motion Picture Soundtrack),trackdone,trackdone,True,False,2020-10-14,17:00:00,17,Evening,Totò e Alfredo - Version 2 Ennio Morricone,"Totò e Alfredo - Version 2, Cinema On Fire, After The Destruction, After The Destruction, After The Destruction, Per Elena, After The Destruction, Per Elena, Per Elena, Per Elena"
0jH7gF7KCk2Lom9gimaKms,android,617057,Coloratura,Coldplay,Music Of The Spheres,trackdone,trackdone,False,False,2022-02-07,03:25:00,3,Late Night,Coloratura Coldplay,"Up&Up, Up&Up, Up with the Birds, Paradise, Yellow, Yellow, In My Place, Magic, Hypnotised, Hypnotised"
6aJk0jVk4DmOedyblucjGJ,android,208017,I Gave You All,Mumford & Sons,Sigh No More,trackdone,unexpected-exit-while-paused,True,False,2021-09-11,07:00:00,7,Morning,I Gave You All Mumford & Sons,"Forever, I Will Wait, The Cave, The Cave, The Cave, The Cave, The Cave, The Cave, After The Storm, Sigh No More"
